cls,File,Image,Side,Row,Col
6,19,1,0,2,41
6,19,1,0,2,42
6,19,1,0,2,43
6,19,1,0,2,44
6,19,1,0,2,45
3,19,1,0,2,46
6,19,1,0,2,47
5,19,1,0,2,48
5,19,1,0,2,49
5,19,1,0,2,50
6,19,1,0,2,51
5,19,1,0,2,52
6,19,1,0,2,53
5,19,1,0,2,54
8,19,1,0,2,55
1,19,1,0,2,56
2,19,1,0,2,57
2,19,1,0,2,58
5,19,1,0,2,59
5,19,1,0,2,60
5,19,1,0,3,0
3,19,1,0,3,1
6,19,1,0,3,2
3,19,1,0,3,3
3,19,1,0,3,4
6,19,1,0,3,5
6,19,1,0,3,6
3,19,1,0,3,7
5,19,1,0,3,8
5,19,1,0,3,9
5,19,1,0,3,10
6,19,1,0,3,11
5,19,1,0,3,12
5,19,1,0,3,13
8,19,1,0,3,14
1,19,1,0,3,15
2,19,1,0,3,16
2,19,1,0,3,17
5,19,1,0,3,18
5,19,1,0,3,19
5,19,1,0,3,20
3,19,1,0,3,21
3,19,1,0,3,22
3,19,1,0,3,23
6,19,1,0,3,24
6,19,1,0,3,25
3,19,1,0,3,26
6,19,1,0,3,27
6,19,1,0,3,28
5,19,1,0,3,29
5,19,1,0,3,30
5,19,1,0,3,31
6,19,1,0,3,32
5,19,1,0,3,33
6,19,1,0,3,34
5,19,1,0,3,35
8,19,1,0,3,36
1,19,1,0,3,37
2,19,1,0,3,38
2,19,1,0,3,39
5,19,1,0,3,40
5,19,1,0,3,41
5,19,1,0,3,42
3,19,1,0,3,43
3,19,1,0,3,44
3,19,1,0,3,45
6,19,1,0,3,46
3,19,1,0,3,47
6,19,1,0,3,48
6,19,1,0,3,49
6,19,1,0,3,50
6,19,1,0,3,51
6,19,1,0,3,52
3,19,1,0,3,53
6,19,1,0,3,54
6,19,1,0,3,55
5,19,1,0,3,56
5,19,1,0,3,57
6,19,1,0,3,58
5,19,1,0,4,0
6,19,1,0,4,1
5,19,1,0,4,2
6,19,1,0,4,3
5,19,1,0,4,4
8,19,1,0,4,5
1,19,1,0,4,6
2,19,1,0,4,7
2,19,1,0,4,8
5,19,1,0,4,9
5,19,1,0,4,10
5,19,1,0,4,11
3,19,1,0,4,12
3,19,1,0,4,13
3,19,1,0,4,14
3,19,1,0,4,15
6,19,1,0,4,16
6,19,1,0,4,17
6,19,1,0,4,18
3,19,1,0,4,19
6,19,1,0,4,20
5,19,1,0,4,21
5,19,1,0,4,22
5,19,1,0,4,23
6,19,1,0,4,24
5,19,1,0,4,25
5,19,1,0,4,26
8,19,1,0,4,27
1,19,1,0,4,28
2,19,1,0,4,29
2,19,1,0,4,30
5,19,1,0,4,31
5,19,1,0,4,32
6,19,1,0,4,33
5,19,1,0,4,34
5,19,1,0,4,35
5,19,1,0,4,36
3,19,1,0,4,37
3,19,1,0,4,38
6,19,1,0,4,39
3,19,1,0,4,40
6,19,1,0,4,41
6,19,1,0,4,42
3,19,1,0,4,43
5,19,1,0,4,44
6,19,1,0,4,45
6,19,1,0,4,46
6,19,1,0,4,47
6,19,1,0,4,48
6,19,1,0,4,49
6,19,1,0,4,50
5,19,1,0,4,51
5,19,1,0,4,52
6,19,1,0,4,53
6,19,1,0,4,54
6,19,1,0,4,55
6,19,1,0,4,56
6,19,1,0,4,57
6,19,1,0,4,58
0,19,1,0,5,0
6,19,1,0,5,1
6,19,1,0,5,2
6,19,1,0,5,3
6,19,1,0,5,4
6,19,1,0,5,5
6,19,1,0,5,6
6,19,1,0,5,7
6,19,1,0,5,8
6,19,1,0,5,9
6,19,1,0,5,10
6,19,1,0,5,11
6,19,1,0,5,12
6,19,1,0,5,13
6,19,1,0,5,14
6,19,1,0,5,15
6,19,1,0,5,16
6,19,1,0,5,17
6,19,1,0,5,18
6,19,1,0,5,19
5,19,1,0,5,20
5,19,1,0,5,21
4,19,1,0,5,22
6,19,1,0,5,23
6,19,1,0,5,24
6,19,1,0,5,25
6,19,1,0,5,26
6,19,1,0,5,27
6,19,1,0,5,28
6,19,1,0,5,29
6,19,1,0,5,30
6,19,1,0,5,31
6,19,1,0,5,32
6,19,1,0,5,33
6,19,1,0,5,34
6,19,1,0,5,35
6,19,1,0,5,36
4,19,1,0,5,37
6,19,1,0,5,38
6,19,1,0,5,39
6,19,1,0,5,40
6,19,1,0,5,41
6,19,1,0,5,42
6,19,1,0,5,43
6,19,1,0,5,44
6,19,1,0,5,45
6,19,1,0,5,46
6,19,1,0,5,47
6,19,1,0,5,48
6,19,1,0,5,49
6,19,1,0,5,50
6,19,1,0,5,51
6,19,1,0,5,52
6,19,1,0,5,53
6,19,1,0,5,54
7,19,1,0,5,55
7,19,1,0,5,56
7,19,1,0,5,57
7,19,1,0,5,58
7,19,1,0,5,59
0,19,1,0,5,60
0,19,1,0,6,0
1,19,1,0,6,1
2,19,1,0,6,2
2,19,1,0,6,3
5,19,1,0,6,4
5,19,1,0,6,5
5,19,1,0,6,6
5,19,1,0,6,7
5,19,1,0,6,8
3,19,1,0,6,9
3,19,1,0,6,10
3,19,1,0,6,11
6,19,1,0,6,12
6,19,1,0,6,13
3,19,1,0,6,14
5,19,1,0,6,15
6,19,1,0,6,16
6,19,1,0,6,17
6,19,1,0,6,18
6,19,1,0,6,19
6,19,1,0,6,20
5,19,1,0,6,21
5,19,1,0,6,22
5,19,1,0,6,23
6,19,1,0,6,24
6,19,1,0,6,25
6,19,1,0,6,26
6,19,1,0,6,27
5,19,1,0,6,28
6,19,1,0,6,29
4,19,1,0,6,30
6,19,1,0,6,31
6,19,1,0,6,32
6,19,1,0,6,33
6,19,1,0,6,34
6,19,1,0,6,35
6,19,1,0,6,36
6,19,1,0,6,37
6,19,1,0,6,38
6,19,1,0,6,39
6,19,1,0,6,40
4,19,1,0,6,41
6,19,1,0,6,42
6,19,1,0,6,43
6,19,1,0,6,44
6,19,1,0,6,45
6,19,1,0,6,46
6,19,1,0,6,47
6,19,1,0,6,48
6,19,1,0,6,49
6,19,1,0,6,50
6,19,1,0,6,51
6,19,1,0,6,52
6,19,1,0,6,53
6,19,1,0,6,54
6,19,1,0,6,55
4,19,1,0,6,56
6,19,1,0,6,57
6,19,1,0,6,58
6,19,1,0,6,59
6,19,1,0,6,60
6,19,1,0,7,0
6,19,1,0,7,1
6,19,1,0,7,2
6,19,1,0,7,3
6,19,1,0,7,4
6,19,1,0,7,5
4,19,1,0,7,6
6,19,1,0,7,7
6,19,1,0,7,8
6,19,1,0,7,9
6,19,1,0,7,10
6,19,1,0,7,11
6,19,1,0,7,12
6,19,1,0,7,13
7,19,1,0,7,14
7,19,1,0,7,15
7,19,1,0,7,16
7,19,1,0,7,17
7,19,1,0,7,18
8,19,1,0,7,19
1,19,1,0,7,20
2,19,1,0,7,21
2,19,1,0,7,22
5,19,1,0,7,23
5,19,1,0,7,24
5,19,1,0,7,25
3,19,1,0,7,26
3,19,1,0,7,27
3,19,1,0,7,28
3,19,1,0,7,29
6,19,1,0,7,30
6,19,1,0,7,31
3,19,1,0,7,32
6,19,1,0,7,33
6,19,1,0,7,34
5,19,1,0,7,35
5,19,1,0,7,36
5,19,1,0,7,37
6,19,1,0,7,38
5,19,1,0,7,39
8,19,1,0,7,40
1,19,1,0,7,41
2,19,1,0,7,42
2,19,1,0,7,43
5,19,1,0,7,44
5,19,1,0,7,45
5,19,1,0,7,46
5,19,1,0,7,47
5,19,1,0,7,48
3,19,1,0,7,49
6,19,1,0,7,50
3,19,1,0,7,51
6,19,1,0,7,52
5,19,1,0,7,53
5,19,1,0,7,54
5,19,1,0,7,55
5,19,1,0,7,56
5,19,1,0,7,57
4,19,1,0,7,58
6,19,1,0,7,59
6,19,1,1,0,0
6,19,1,1,0,1
6,19,1,1,0,2
6,19,1,1,0,3
6,19,1,1,0,4
6,19,1,1,0,5
6,19,1,1,0,6
6,19,1,1,0,7
6,19,1,1,0,8
6,19,1,1,0,9
6,19,1,1,0,10
6,19,1,1,0,11
6,19,1,1,0,12
6,19,1,1,0,13
6,19,1,1,0,14
6,19,1,1,0,15
6,19,1,1,0,16
6,19,1,1,0,17
6,19,1,1,0,18
6,19,1,1,0,19
6,19,1,1,0,20
6,19,1,1,0,21
6,19,1,1,0,22
6,19,1,1,0,23
6,19,1,1,0,24
6,19,1,1,0,25
6,19,1,1,0,26
6,19,1,1,0,27
6,19,1,1,0,28
6,19,1,1,0,29
6,19,1,1,0,30
6,19,1,1,0,31
6,19,1,1,0,32
6,19,1,1,0,33
6,19,1,1,0,34
6,19,1,1,0,35
6,19,1,1,0,36
6,19,1,1,0,37
6,19,1,1,0,38
6,19,1,1,0,39
6,19,1,1,0,40
6,19,1,1,0,41
6,19,1,1,0,42
6,19,1,1,0,43
6,19,1,1,0,44
6,19,1,1,0,45
6,19,1,1,0,46
6,19,1,1,0,47
6,19,1,1,0,48
6,19,1,1,0,49
6,19,1,1,0,50
6,19,1,1,0,51
6,19,1,1,0,52
6,19,1,1,0,53
6,19,1,1,0,54
6,19,1,1,0,55
6,19,1,1,0,56
6,19,1,1,0,57
6,19,1,1,0,58
6,19,1,1,1,0
6,19,1,1,1,1
6,19,1,1,1,2
5,19,1,1,1,3
4,19,1,1,1,4
6,19,1,1,1,5
6,19,1,1,1,6
6,19,1,1,1,7
6,19,1,1,1,8
6,19,1,1,1,9
6,19,1,1,1,10
6,19,1,1,1,11
6,19,1,1,1,12
6,19,1,1,1,13
6,19,1,1,1,14
6,19,1,1,1,15
6,19,1,1,1,16
6,19,1,1,1,17
6,19,1,1,1,18
4,19,1,1,1,19
6,19,1,1,1,20
6,19,1,1,1,21
6,19,1,1,1,22
6,19,1,1,1,23
6,19,1,1,1,24
6,19,1,1,1,25
6,19,1,1,1,26
6,19,1,1,1,27
6,19,1,1,1,28
6,19,1,1,1,29
6,19,1,1,1,30
6,19,1,1,1,31
6,19,1,1,1,32
6,19,1,1,1,33
6,19,1,1,1,34
6,19,1,1,1,35
7,19,1,1,1,36
7,19,1,1,1,37
7,19,1,1,1,38
7,19,1,1,1,39
7,19,1,1,1,40
8,19,1,1,1,41
1,19,1,1,1,42
2,19,1,1,1,43
2,19,1,1,1,44
5,19,1,1,1,45
5,19,1,1,1,46
6,19,1,1,1,47
5,19,1,1,1,48
3,19,1,1,1,49
3,19,1,1,1,50
3,19,1,1,1,51
6,19,1,1,1,52
3,19,1,1,1,53
6,19,1,1,1,54
6,19,1,1,1,55
6,19,1,1,1,56
3,19,1,1,1,57
6,19,1,1,1,58
6,19,1,1,1,59
5,19,1,1,1,60
5,19,1,1,2,0
5,19,1,1,2,1
5,19,1,1,2,2
8,19,1,1,2,3
1,19,1,1,2,4
2,19,1,1,2,5
2,19,1,1,2,6
5,19,1,1,2,7
5,19,1,1,2,8
5,19,1,1,2,9
3,19,1,1,2,10
3,19,1,1,2,11
3,19,1,1,2,12
3,19,1,1,2,13
6,19,1,1,2,14
6,19,1,1,2,15
6,19,1,1,2,16
3,19,1,1,2,17
6,19,1,1,2,18
5,19,1,1,2,19
5,19,1,1,2,20
5,19,1,1,2,21
6,19,1,1,2,22
5,19,1,1,2,23
6,19,1,1,2,24
5,19,1,1,2,25
8,19,1,1,2,26
1,19,1,1,2,27
2,19,1,1,2,28
2,19,1,1,2,29
5,19,1,1,2,30
5,19,1,1,2,31
5,19,1,1,2,32
3,19,1,1,2,33
3,19,1,1,2,34
6,19,1,1,2,35
6,19,1,1,2,36
3,19,1,1,2,37
6,19,1,1,2,38
6,19,1,1,2,39
3,19,1,1,2,40
6,19,1,1,2,41
5,19,1,1,2,42
5,19,1,1,2,43
6,19,1,1,2,44
5,19,1,1,2,45
5,19,1,1,2,46
6,19,1,1,2,47
6,19,1,1,2,48
6,19,1,1,2,49
8,19,1,1,2,50
1,19,1,1,2,51
2,19,1,1,2,52
2,19,1,1,2,53
2,19,1,1,2,54
5,19,1,1,2,55
5,19,1,1,2,56
5,19,1,1,2,57
5,19,1,1,2,58
5,19,1,1,2,59
3,19,1,1,2,60
3,19,1,1,3,0
3,19,1,1,3,1
6,19,1,1,3,2
6,19,1,1,3,3
6,19,1,1,3,4
6,19,1,1,3,5
5,19,1,1,3,6
6,19,1,1,3,7
6,19,1,1,3,8
6,19,1,1,3,9
6,19,1,1,3,10
6,19,1,1,3,11
6,19,1,1,3,12
6,19,1,1,3,13
5,19,1,1,3,14
5,19,1,1,3,15
5,19,1,1,3,16
6,19,1,1,3,17
6,19,1,1,3,18
5,19,1,1,3,19
4,19,1,1,3,20
6,19,1,1,3,21
6,19,1,1,3,22
6,19,1,1,3,23
6,19,1,1,3,24
6,19,1,1,3,25
6,19,1,1,3,26
6,19,1,1,3,27
6,19,1,1,3,28
6,19,1,1,3,29
6,19,1,1,3,30
6,19,1,1,3,31
4,19,1,1,3,32
6,19,1,1,3,33
6,19,1,1,3,34
6,19,1,1,3,35
6,19,1,1,3,36
6,19,1,1,3,37
6,19,1,1,3,38
6,19,1,1,3,39
6,19,1,1,3,40
6,19,1,1,3,41
6,19,1,1,3,42
6,19,1,1,3,43
6,19,1,1,3,44
7,19,1,1,3,45
7,19,1,1,3,46
7,19,1,1,3,47
7,19,1,1,3,48
7,19,1,1,3,49
8,19,1,1,3,50
1,19,1,1,3,51
2,19,1,1,3,52
2,19,1,1,3,53
5,19,1,1,3,54
5,19,1,1,3,55
5,19,1,1,3,56
3,19,1,1,3,57
3,19,1,1,3,58
6,19,1,1,3,59
6,19,1,1,4,0
6,19,1,1,4,1
6,19,1,1,4,2
3,19,1,1,4,3
6,19,1,1,4,4
5,19,1,1,4,5
5,19,1,1,4,6
5,19,1,1,4,7
6,19,1,1,4,8
5,19,1,1,4,9
6,19,1,1,4,10
5,19,1,1,4,11
8,19,1,1,4,12
1,19,1,1,4,13
2,19,1,1,4,14
2,19,1,1,4,15
5,19,1,1,4,16
5,19,1,1,4,17
6,19,1,1,4,18
5,19,1,1,4,19
3,19,1,1,4,20
3,19,1,1,4,21
3,19,1,1,4,22
6,19,1,1,4,23
6,19,1,1,4,24
6,19,1,1,4,25
3,19,1,1,4,26
6,19,1,1,4,27
6,19,1,1,4,28
5,19,1,1,4,29
5,19,1,1,4,30
5,19,1,1,4,31
6,19,1,1,4,32
5,19,1,1,4,33
5,19,1,1,4,34
8,19,1,1,4,35
1,19,1,1,4,36
2,19,1,1,4,37
2,19,1,1,4,38
5,19,1,1,4,39
5,19,1,1,4,40
5,19,1,1,4,41
3,19,1,1,4,42
3,19,1,1,4,43
6,19,1,1,4,44
3,19,1,1,4,45
6,19,1,1,4,46
6,19,1,1,4,47
6,19,1,1,4,48
6,19,1,1,4,49
6,19,1,1,4,50
3,19,1,1,4,51
6,19,1,1,4,52
5,19,1,1,4,53
5,19,1,1,4,54
5,19,1,1,4,55
6,19,1,1,4,56
5,19,1,1,4,57
6,19,1,1,4,58
1,19,1,1,5,0
2,19,1,1,5,1
2,19,1,1,5,2
5,19,1,1,5,3
5,19,1,1,5,4
6,19,1,1,5,5
5,19,1,1,5,6
3,19,1,1,5,7
3,19,1,1,5,8
3,19,1,1,5,9
6,19,1,1,5,10
6,19,1,1,5,11
6,19,1,1,5,12
3,19,1,1,5,13
6,19,1,1,5,14
5,19,1,1,5,15
5,19,1,1,5,16
5,19,1,1,5,17
6,19,1,1,5,18
5,19,1,1,5,19
8,19,1,1,5,20
1,19,1,1,5,21
2,19,1,1,5,22
2,19,1,1,5,23
5,19,1,1,5,24
5,19,1,1,5,25
6,19,1,1,5,26
5,19,1,1,5,27
3,19,1,1,5,28
3,19,1,1,5,29
3,19,1,1,5,30
6,19,1,1,5,31
6,19,1,1,5,32
3,19,1,1,5,33
6,19,1,1,5,34
6,19,1,1,5,35
6,19,1,1,5,36
6,19,1,1,5,37
3,19,1,1,5,38
6,19,1,1,5,39
6,19,1,1,5,40
5,19,1,1,5,41
5,19,1,1,5,42
5,19,1,1,5,43
6,19,1,1,5,44
5,19,1,1,5,45
6,19,1,1,5,46
6,19,1,1,5,47
6,19,1,1,5,48
5,19,1,1,5,49
6,19,1,1,5,50
6,19,1,1,5,51
5,19,1,1,5,52
4,19,1,1,5,53
6,19,1,1,5,54
6,19,1,1,5,55
6,19,1,1,5,56
6,19,1,1,5,57
6,19,1,1,5,58
6,19,1,1,5,59
6,19,1,1,5,60
0,19,1,1,5,61
6,19,1,1,6,0
6,19,1,1,6,1
6,19,1,1,6,2
6,19,1,1,6,3
4,19,1,1,6,4
6,19,1,1,6,5
6,19,1,1,6,6
6,19,1,1,6,7
6,19,1,1,6,8
6,19,1,1,6,9
6,19,1,1,6,10
6,19,1,1,6,11
6,19,1,1,6,12
6,19,1,1,6,13
6,19,1,1,6,14
6,19,1,1,6,15
6,19,1,1,6,16
8,19,1,1,6,17
1,19,1,1,6,18
2,19,1,1,6,19
2,19,1,1,6,20
5,19,1,1,6,21
5,19,1,1,6,22
5,19,1,1,6,23
3,19,1,1,6,24
3,19,1,1,6,25
3,19,1,1,6,26
3,19,1,1,6,27
6,19,1,1,6,28
6,19,1,1,6,29
6,19,1,1,6,30
6,19,1,1,6,31
3,19,1,1,6,32
6,19,1,1,6,33
5,19,1,1,6,34
5,19,1,1,6,35
5,19,1,1,6,36
6,19,1,1,6,37
5,19,1,1,6,38
6,19,1,1,6,39
8,19,1,1,6,40
1,19,1,1,6,41
2,19,1,1,6,42
2,19,1,1,6,43
5,19,1,1,6,44
5,19,1,1,6,45
6,19,1,1,6,46
5,19,1,1,6,47
3,19,1,1,6,48
3,19,1,1,6,49
6,19,1,1,6,50
6,19,1,1,6,51
6,19,1,1,6,52
3,19,1,1,6,53
6,19,1,1,6,54
5,19,1,1,6,55
5,19,1,1,6,56
5,19,1,1,6,57
6,19,1,1,6,58
5,19,1,1,6,59
6,19,1,1,6,60
1,19,1,1,7,0
2,19,1,1,7,1
2,19,1,1,7,2
5,19,1,1,7,3
5,19,1,1,7,4
5,19,1,1,7,5
3,19,1,1,7,6
3,19,1,1,7,7
3,19,1,1,7,8
6,19,1,1,7,9
6,19,1,1,7,10
6,19,1,1,7,11
3,19,1,1,7,12
6,19,1,1,7,13
5,19,1,1,7,14
5,19,1,1,7,15
6,19,1,1,7,16
6,19,1,1,7,17
6,19,1,1,7,18
6,19,1,1,7,19
6,19,1,1,7,20
6,19,1,1,7,21
6,19,1,1,7,22
6,19,1,1,7,23
6,19,1,1,7,24
6,19,1,1,7,25
6,19,1,1,7,26
6,19,1,1,7,27
6,19,1,1,7,28
5,19,1,1,7,29
8,19,1,1,7,30
1,19,1,1,7,31
2,19,1,1,7,32
2,19,1,1,7,33
5,19,1,1,7,34
5,19,1,1,7,35
6,19,1,1,7,36
5,19,1,1,7,37
3,19,1,1,7,38
3,19,1,1,7,39
3,19,1,1,7,40
6,19,1,1,7,41
6,19,1,1,7,42
6,19,1,1,7,43
6,19,1,1,7,44
3,19,1,1,7,45
6,19,1,1,7,46
6,19,1,1,7,47
5,19,1,1,7,48
5,19,1,1,7,49
5,19,1,1,7,50
6,19,1,1,7,51
5,19,1,1,7,52
5,19,1,1,7,53
8,19,1,1,7,54
1,19,1,1,7,55
2,19,1,1,7,56
2,19,1,1,7,57
5,19,1,1,7,58
5,19,1,1,7,59
6,19,1,1,7,60
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
