cls,File,Image,Side,Row,Col
6,19,2,1,1,29
5,19,2,1,1,30
6,19,2,1,1,31
5,19,2,1,1,32
8,19,2,1,1,33
1,19,2,1,1,34
2,19,2,1,1,35
2,19,2,1,1,36
5,19,2,1,1,37
5,19,2,1,1,38
5,19,2,1,1,39
3,19,2,1,1,40
3,19,2,1,1,41
3,19,2,1,1,42
3,19,2,1,1,43
6,19,2,1,1,44
3,19,2,1,1,45
6,19,2,1,1,46
6,19,2,1,1,47
6,19,2,1,1,48
6,19,2,1,1,49
6,19,2,1,1,50
3,19,2,1,1,51
3,19,2,1,1,52
6,19,2,1,1,53
6,19,2,1,1,54
5,19,2,1,1,55
6,19,2,1,1,56
5,19,2,1,1,57
5,19,2,1,1,58
5,19,2,1,1,59
8,19,2,1,1,60
1,19,2,1,2,0
2,19,2,1,2,1
2,19,2,1,2,2
5,19,2,1,2,3
5,19,2,1,2,4
5,19,2,1,2,5
3,19,2,1,2,6
3,19,2,1,2,7
6,19,2,1,2,8
6,19,2,1,2,9
6,19,2,1,2,10
3,19,2,1,2,11
6,19,2,1,2,12
6,19,2,1,2,13
5,19,2,1,2,14
5,19,2,1,2,15
6,19,2,1,2,16
5,19,2,1,2,17
5,19,2,1,2,18
6,19,2,1,2,19
6,19,2,1,2,20
6,19,2,1,2,21
6,19,2,1,2,22
6,19,2,1,2,23
8,19,2,1,2,24
1,19,2,1,2,25
1,19,2,1,2,26
2,19,2,1,2,27
2,19,2,1,2,28
5,19,2,1,2,29
5,19,2,1,2,30
5,19,2,1,2,31
5,19,2,1,2,32
5,19,2,1,2,33
3,19,2,1,2,34
3,19,2,1,2,35
6,19,2,1,2,36
6,19,2,1,2,37
3,19,2,1,2,38
5,19,2,1,2,39
6,19,2,1,2,40
6,19,2,1,2,41
6,19,2,1,2,42
6,19,2,1,2,43
6,19,2,1,2,44
5,19,2,1,2,45
5,19,2,1,2,46
6,19,2,1,2,47
6,19,2,1,2,48
6,19,2,1,2,49
5,19,2,1,2,50
4,19,2,1,2,51
6,19,2,1,2,52
6,19,2,1,2,53
6,19,2,1,2,54
6,19,2,1,2,55
6,19,2,1,2,56
6,19,2,1,2,57
6,19,2,1,2,58
6,19,2,1,3,0
6,19,2,1,3,1
4,19,2,1,3,2
6,19,2,1,3,3
6,19,2,1,3,4
6,19,2,1,3,5
6,19,2,1,3,6
6,19,2,1,3,7
6,19,2,1,3,8
6,19,2,1,3,9
6,19,2,1,3,10
6,19,2,1,3,11
8,19,2,1,3,12
1,19,2,1,3,13
2,19,2,1,3,14
2,19,2,1,3,15
5,19,2,1,3,16
5,19,2,1,3,17
5,19,2,1,3,18
3,19,2,1,3,19
3,19,2,1,3,20
3,19,2,1,3,21
6,19,2,1,3,22
6,19,2,1,3,23
6,19,2,1,3,24
3,19,2,1,3,25
6,19,2,1,3,26
5,19,2,1,3,27
5,19,2,1,3,28
5,19,2,1,3,29
6,19,2,1,3,30
5,19,2,1,3,31
6,19,2,1,3,32
5,19,2,1,3,33
8,19,2,1,3,34
1,19,2,1,3,35
2,19,2,1,3,36
2,19,2,1,3,37
5,19,2,1,3,38
5,19,2,1,3,39
5,19,2,1,3,40
3,19,2,1,3,41
3,19,2,1,3,42
3,19,2,1,3,43
6,19,2,1,3,44
6,19,2,1,3,45
6,19,2,1,3,46
6,19,2,1,3,47
6,19,2,1,3,48
3,19,2,1,3,49
6,19,2,1,3,50
6,19,2,1,3,51
5,19,2,1,3,52
5,19,2,1,3,53
5,19,2,1,3,54
6,19,2,1,3,55
5,19,2,1,3,56
6,19,2,1,3,57
8,19,2,1,3,58
1,19,2,1,3,59
2,19,2,1,3,60
2,19,2,1,3,61
5,19,2,1,3,62
5,19,2,1,4,0
6,19,2,1,4,1
5,19,2,1,4,2
3,19,2,1,4,3
3,19,2,1,4,4
3,19,2,1,4,5
6,19,2,1,4,6
6,19,2,1,4,7
6,19,2,1,4,8
6,19,2,1,4,9
3,19,2,1,4,10
6,19,2,1,4,11
6,19,2,1,4,12
3,19,2,1,4,13
3,19,2,1,4,14
3,19,2,1,4,15
6,19,2,1,4,16
5,19,2,1,4,17
6,19,2,1,4,18
5,19,2,1,4,19
6,19,2,1,4,20
8,19,2,1,4,21
1,19,2,1,4,22
2,19,2,1,4,23
2,19,2,1,4,24
5,19,2,1,4,25
5,19,2,1,4,26
5,19,2,1,4,27
3,19,2,1,4,28
3,19,2,1,4,29
3,19,2,1,4,30
6,19,2,1,4,31
6,19,2,1,4,32
6,19,2,1,4,33
6,19,2,1,4,34
3,19,2,1,4,35
6,19,2,1,4,36
6,19,2,1,4,37
5,19,2,1,4,38
5,19,2,1,4,39
5,19,2,1,4,40
6,19,2,1,4,41
5,19,2,1,4,42
6,19,2,1,4,43
5,19,2,1,4,44
6,19,2,1,4,45
8,19,2,1,4,46
1,19,2,1,4,47
2,19,2,1,4,48
2,19,2,1,4,49
5,19,2,1,4,50
5,19,2,1,4,51
5,19,2,1,4,52
3,19,2,1,4,53
3,19,2,1,4,54
3,19,2,1,4,55
6,19,2,1,4,56
3,19,2,1,4,57
6,19,2,1,4,58
3,19,2,1,4,59
6,19,2,1,4,60
6,19,2,1,4,61
5,19,2,1,5,0
5,19,2,1,5,1
5,19,2,1,5,2
6,19,2,1,5,3
5,19,2,1,5,4
6,19,2,1,5,5
8,19,2,1,5,6
1,19,2,1,5,7
2,19,2,1,5,8
2,19,2,1,5,9
5,19,2,1,5,10
5,19,2,1,5,11
6,19,2,1,5,12
5,19,2,1,5,13
6,19,2,1,5,14
5,19,2,1,5,15
5,19,2,1,5,16
5,19,2,1,5,17
3,19,2,1,5,18
6,19,2,1,5,19
6,19,2,1,5,20
6,19,2,1,5,21
3,19,2,1,5,22
6,19,2,1,5,23
6,19,2,1,5,24
6,19,2,1,5,25
6,19,2,1,5,26
5,19,2,1,5,27
6,19,2,1,5,28
6,19,2,1,5,29
6,19,2,1,5,30
6,19,2,1,5,31
6,19,2,1,5,32
5,19,2,1,5,33
5,19,2,1,5,34
6,19,2,1,5,35
6,19,2,1,5,36
6,19,2,1,5,37
6,19,2,1,5,38
6,19,2,1,5,39
6,19,2,1,5,40
6,19,2,1,5,41
6,19,2,1,5,42
6,19,2,1,5,43
6,19,2,1,5,44
6,19,2,1,5,45
6,19,2,1,5,46
5,19,2,1,5,47
4,19,2,1,5,48
6,19,2,1,5,49
6,19,2,1,5,50
6,19,2,1,5,51
6,19,2,1,5,52
6,19,2,1,5,53
6,19,2,1,5,54
6,19,2,1,5,55
6,19,2,1,5,56
6,19,2,1,5,57
6,19,2,1,5,58
6,19,2,1,6,0
6,19,2,1,6,1
6,19,2,1,6,2
6,19,2,1,6,3
6,19,2,1,6,4
4,19,2,1,6,5
6,19,2,1,6,6
6,19,2,1,6,7
6,19,2,1,6,8
6,19,2,1,6,9
6,19,2,1,6,10
6,19,2,1,6,11
6,19,2,1,6,12
6,19,2,1,6,13
6,19,2,1,6,14
6,19,2,1,6,15
6,19,2,1,6,16
6,19,2,1,6,17
6,19,2,1,6,18
6,19,2,1,6,19
6,19,2,1,6,20
6,19,2,1,6,21
6,19,2,1,6,22
7,19,2,1,6,23
7,19,2,1,6,24
7,19,2,1,6,25
7,19,2,1,6,26
7,19,2,1,6,27
8,19,2,1,6,28
1,19,2,1,6,29
2,19,2,1,6,30
2,19,2,1,6,31
5,19,2,1,6,32
5,19,2,1,6,33
5,19,2,1,6,34
3,19,2,1,6,35
3,19,2,1,6,36
3,19,2,1,6,37
6,19,2,1,6,38
3,19,2,1,6,39
6,19,2,1,6,40
6,19,2,1,6,41
6,19,2,1,6,42
6,19,2,1,6,43
6,19,2,1,6,44
6,19,2,1,6,45
3,19,2,1,6,46
3,19,2,1,6,47
5,19,2,1,6,48
5,19,2,1,6,49
5,19,2,1,6,50
6,19,2,1,6,51
5,19,2,1,6,52
6,19,2,1,6,53
8,19,2,1,6,54
1,19,2,1,6,55
2,19,2,1,6,56
2,19,2,1,6,57
5,19,2,1,6,58
5,19,2,1,6,59
5,19,2,1,7,0
3,19,2,1,7,1
3,19,2,1,7,2
6,19,2,1,7,3
3,19,2,1,7,4
6,19,2,1,7,5
6,19,2,1,7,6
3,19,2,1,7,7
6,19,2,1,7,8
5,19,2,1,7,9
5,19,2,1,7,10
6,19,2,1,7,11
5,19,2,1,7,12
6,19,2,1,7,13
5,19,2,1,7,14
5,19,2,1,7,15
8,19,2,1,7,16
1,19,2,1,7,17
2,19,2,1,7,18
2,19,2,1,7,19
5,19,2,1,7,20
5,19,2,1,7,21
6,19,2,1,7,22
5,19,2,1,7,23
3,19,2,1,7,24
3,19,2,1,7,25
6,19,2,1,7,26
6,19,2,1,7,27
6,19,2,1,7,28
6,19,2,1,7,29
3,19,2,1,7,30
6,19,2,1,7,31
6,19,2,1,7,32
5,19,2,1,7,33
5,19,2,1,7,34
5,19,2,1,7,35
6,19,2,1,7,36
5,19,2,1,7,37
6,19,2,1,7,38
6,19,2,1,7,39
5,19,2,1,7,40
5,19,2,1,7,41
6,19,2,1,7,42
8,19,2,1,7,43
1,19,2,1,7,44
2,19,2,1,7,45
2,19,2,1,7,46
5,19,2,1,7,47
5,19,2,1,7,48
6,19,2,1,7,49
5,19,2,1,7,50
3,19,2,1,7,51
3,19,2,1,7,52
3,19,2,1,7,53
3,19,2,1,7,54
6,19,2,1,7,55
6,19,2,1,7,56
6,19,2,1,7,57
6,19,2,1,7,58
6,19,2,1,7,59
6,19,2,1,7,60
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
